activitePrincipaleEtablissement,typeVoieEtablissement,libelleVoieEtablissement,libelleCommuneEtablissement,codeCommuneEtablissement,departement,geometry,long,lat
10.71C,rue,DU PRE SAINT GERVAIS,PANTIN,93055,93,POINT (2.2634159 48.8977395),48.8977395,2.2634159
10.71C,avenue,MEDERIC,NOISY-LE-GRAND,93051,93,POINT (2.4024997 48.7792246),48.7792246,2.4024997
10.71C,rue,DE LA HALLE,DAMMARTIN-EN-SERVE,78192,78,POINT (2.2138866 48.8985147),48.8985147,2.2138866
10.71C,rue,DE L EGLISE,GARANCIERES,78265,78,POINT (2.3040099 48.8722665),48.8722665,2.3040099
10.71C,rue,DE L ORME,COLOMBES,92025,92,POINT (2.5420776 48.7011921),48.7011921,2.5420776
10.71C,avenue,DES VIGNES BENETTES,LE PECQ,78481,78,POINT (2.4682478 48.6037168),48.6037168,2.4682478
10.71C,rue,DE BELLEVILLE,PARIS 20,75120,75,POINT (2.1866194 48.8386459),48.8386459,2.1866194
10.71C,rue,DE CONCY,YERRES,91691,91,POINT (2.3150661 48.8579688),48.8579688,2.3150661
10.71C,avenue,DES GRESILLONS,ASNIERES-SUR-SEINE,92004,92,POINT (2.0412988266464622 48.77897635),48.77897635,2.0412988266464622
10.71C,rue,SAINT EXUPERY,CHILLY-MAZARIN,91161,91,POINT (2.5501733 48.8065049),48.8065049,2.5501733
10.71C,rue,DE LA PAIX,BRETIGNY-SUR-ORGE,91103,91,POINT (3.1530625 48.5592068),48.5592068,3.1530625
10.71C,avenue,DANIELLE CASANOVA,IVRY-SUR-SEINE,94041,94,POINT (2.2002136 48.8259307),48.8259307,2.2002136
10.71C,rue,DU MOUTIER,AUBERVILLIERS,93001,93,POINT (2.0624714 48.9967579),48.9967579,2.0624714
10.71C,avenue,DU GAL DE GAULLE,CLAMART,92023,92,POINT (2.0573435 49.0140824),49.0140824,2.0573435
10.71C,rue,ESTIENNE D ORVES,BOIS-COLOMBES,92009,92,POINT (2.3678661 48.8534515),48.8534515,2.3678661
10.71C,rue,JEAN NICOLAS,BAILLET-EN-FRANCE,95042,95,POINT (2.3389152 48.8535801),48.8535801,2.3389152
10.71C,rue,JEAN JAURES,MARINES,95370,95,POINT (2.4531255 48.8784239),48.8784239,2.4531255
10.71C,avenue,JEAN JAURES,CLAMART,92023,92,POINT (2.4281051 48.8124943),48.8124943,2.4281051
10.71C,avenue,GENERAL DE GAULLE,BAGNOLET,93006,93,POINT (2.6929582 48.8605737),48.8605737,2.6929582
10.71C,rue,HONORE DAUMIER,LA ROCHETTE,77389,77,POINT (2.3096191 48.9689207),48.9689207,2.3096191
10.71C,rue,JEAN JACQUES ROUSSEAU,LE MEREVILLOIS,91390,91,POINT (2.4090871 48.6521807),48.6521807,2.4090871
10.71C,rue,JEAN JAURES,MONTEREAU-FAULT-YONNE,77305,77,POINT (2.4876331 48.7936673),48.7936673,2.4876331
10.71C,boulevard,JOHN KENNEDY,CORBEIL-ESSONNES,91174,91,POINT (2.3691845 48.9805972),48.9805972,2.3691845
10.71C,rue,CARNOT,LEVALLOIS-PERRET,92044,92,POINT (2.4139192 48.9875272),48.9875272,2.4139192
10.71C,rue,DE LA CONVENTION,PARIS 15,75115,75,POINT (2.3429289 48.8749406),48.8749406,2.3429289
10.71C,avenue,ROUGET DE LISLE,VITRY-SUR-SEINE,94081,94,POINT (2.4204634 48.8603129),48.8603129,2.4204634
10.71C,rue,DE TOCQUEVILLE,PARIS 17,75117,75,POINT (2.4727969 48.6972549),48.6972549,2.4727969
10.71C,rue,DES BELLES FEUILLES,PARIS 16,75116,75,POINT (2.6671659 48.8547353),48.8547353,2.6671659
10.71C,rue,DU POINT DU JOUR,BOULOGNE-BILLANCOURT,92012,92,POINT (1.9989436 48.9375225),48.9375225,1.9989436
10.71C,rue,MARC SANGNIER,L'HAY-LES-ROSES,94038,94,POINT (2.5097984 48.8256802),48.8256802,2.5097984
10.71C,avenue,DE PARIS,SAINT-MANDE,94067,94,POINT (2.4115835 48.849676),48.849676,2.4115835
10.71C,rue,MAURICE DENIS,CHAMPIGNY-SUR-MARNE,94017,94,POINT (2.3830144 48.6812791),48.6812791,2.3830144
10.71C,rue,OLYMPE DE GOUGES,VITRY-SUR-SEINE,94081,94,POINT (2.2911093 48.7788825),48.7788825,2.2911093
10.71C,rue,AMPERE,SAINT-DENIS,93066,93,POINT (2.3964188 48.8566591),48.8566591,2.3964188
10.71C,rue,ALICE GUY,LA COURNEUVE,93027,93,POINT (2.5643785 48.8493201),48.8493201,2.5643785
10.71C,place,DU MARCHE ST HONORE,PARIS 1,75101,75,POINT (2.3404655 48.8601747),48.8601747,2.3404655
10.71C,boulevard,DE LA TOUR MAUBOURG,PARIS 7,75107,75,POINT (2.3547228 48.8439193),48.8439193,2.3547228
10.71C,avenue,DE QUINCY,COMBS-LA-VILLE,77122,77,POINT (2.5621161 48.520883),48.520883,2.5621161
10.71C,rue,TEDDY RINER,ASNIERES-SUR-SEINE,92004,92,POINT (2.5520858 48.6329167),48.6329167,2.5520858
10.71C,avenue,HOTTINGUER,BOISSY-SAINT-LEGER,94004,94,POINT (2.5733951 48.6289354),48.6289354,2.5733951
10.71C,rue,DE BABYLONE,PARIS 7,75107,75,POINT (2.2912034 48.8095647),48.8095647,2.2912034
10.71C,rue,DE SEVRES,PARIS 7,75107,75,POINT (2.321264 49.0450592),49.0450592,2.321264
10.71C,rue,LEON COGNIET,PARIS 17,75117,75,POINT (2.6605287 48.5387219),48.5387219,2.6605287
10.71C,avenue,ALPHAND,SAINT-MANDE,94067,94,POINT (2.3650453 48.9442356),48.9442356,2.3650453
10.71C,rue,DES SABLONS,PARIS 16,75116,75,POINT (2.602626 48.787056),48.787056,2.602626
10.71C,place,DU CLOS DE PACY,SUCY-EN-BRIE,94071,94,POINT (2.3144773 48.8812448),48.8812448,2.3144773
10.71C,boulevard,DE LA BOISSIERE,MONTREUIL,93048,93,POINT (2.2852018 48.9638242),48.9638242,2.2852018
10.71C,avenue,PHILIPPE BUR,MOISSY-CRAMAYEL,77296,77,POINT (1.7307971 48.9931237),48.9931237,1.7307971
10.71C,avenue,ANDRE MARIE AMPERE,CHAMPS-SUR-MARNE,77083,77,POINT (2.304397 48.9567273),48.9567273,2.304397
10.71C,rue,DE LA CHAPELLE,PARIS 18,75118,75,POINT (2.1963786 48.8778591),48.8778591,2.1963786
10.71C,avenue,DUQUESNE,PARIS 7,75107,75,POINT (2.2998612009142994 48.605675149999996),48.605675149999996,2.2998612009142994
10.71C,rue,DU PUITS BEAU,SAINT-FARGEAU-PONTHIERRY,77407,77,POINT (1.8461145 48.972406),48.972406,1.8461145
10.71C,avenue,VERDIER,MONTROUGE,92049,92,POINT (2.2498252 48.8232664),48.8232664,2.2498252
10.71C,rue,DES 7 ARPENTS,LE PRE-SAINT-GERVAIS,93061,93,POINT (2.1242479 48.8069523),48.8069523,2.1242479
10.71C,rue,HOCHE,MALAKOFF,92046,92,POINT (2.3344606 48.8811067),48.8811067,2.3344606
10.71C,rue,BENOIT MALON,ARCUEIL,94003,94,POINT (2.8259489 49.0097786),49.0097786,2.8259489
10.71C,rue,DU CHEMIN DE FER,LAGNY-SUR-MARNE,77243,77,POINT (2.281442 48.9188182),48.9188182,2.281442
10.71C,rue,BELLIARD,PARIS 18,75118,75,POINT (2.4116234 48.8786082),48.8786082,2.4116234
10.71C,boulevard,DE LA LIBERATION,VIROFLAY,78686,78,POINT (2.1175632 48.9240151),48.9240151,2.1175632
10.71C,boulevard,HENRI BARBUSSE,DRAVEIL,91201,91,POINT (2.1579005 48.9387772),48.9387772,2.1579005
10.71C,rue,ST PLACIDE,PARIS 6,75106,75,POINT (2.3600396 48.8914956),48.8914956,2.3600396
10.71C,boulevard,DE STALINGRAD,VITRY-SUR-SEINE,94081,94,POINT (2.3932685 48.8760811),48.8760811,2.3932685
10.71C,rue,VILLEBOIS MAREUIL,VILLENEUVE-SAINT-GEORGES,94078,94,POINT (2.4127305 48.9534306),48.9534306,2.4127305
10.71C,rue,JEAN JAURES,FERRIERES-EN-BRIE,77181,77,POINT (2.3840627 48.8111845),48.8111845,2.3840627
10.71C,rue,DU CHEVALERET,PARIS 13,75113,75,POINT (2.274428 48.9273316),48.9273316,2.274428
10.71C,boulevard,DE LA TOUR MAUBOURG,PARIS 7,75107,75,POINT (1.5204828 48.9456147),48.9456147,1.5204828
10.71C,rue,LECOURBE,PARIS 15,75115,75,POINT (2.0523552 48.9306561),48.9306561,2.0523552
10.71C,boulevard,DE LA TOUR MAUBOURG,PARIS 7,75107,75,POINT (2.3381681 48.884614),48.884614,2.3381681
10.71C,place,DU MARCHE,MANTES-LA-VILLE,78362,78,POINT (1.9858418 48.8343745),48.8343745,1.9858418
10.71C,avenue,HENRI DUNANT,MEAUX,77284,77,POINT (2.1814953 48.8736747),48.8736747,2.1814953
10.71C,rue,RENE BRULAY,SARTROUVILLE,78586,78,POINT (2.2977065 48.8364446),48.8364446,2.2977065
10.71C,rue,VOLTAIRE,LA GARENNE-COLOMBES,92035,92,POINT (2.3471867 48.8590532),48.8590532,2.3471867
10.71C,rue,GRANDE,MORET-LOING-ET-ORVANNE,77316,77,POINT (2.3716869 48.7050188),48.7050188,2.3716869
10.71C,,DES COTEAUX,FRANCONVILLE,95252,95,POINT (2.434001 48.8027847),48.8027847,2.434001
10.71C,rue,RAYMOND PATENOTRE,RAMBOUILLET,78517,78,POINT (2.4372162 48.6963985),48.6963985,2.4372162
10.71C,avenue,DARBLAY,CORBEIL-ESSONNES,91174,91,POINT (2.413813 48.8152847),48.8152847,2.413813
10.71C,rue,PAUL VAILLANT COUTURIER,ALFORTVILLE,94002,94,POINT (2.7445244 48.9399006),48.9399006,2.7445244
10.71C,,NATIONALE 19,SANTENY,94070,94,POINT (2.19779 48.8966039),48.8966039,2.19779
10.71C,place,DU MARECHAL LECLERC,LA CELLE-SAINT-CLOUD,78126,78,POINT (2.9565809 48.3959093),48.3959093,2.9565809
10.71C,,DES GATINES,PLAISIR,78490,78,POINT (2.3104174 48.8259041),48.8259041,2.3104174
10.71C,avenue,BOSQUET,PARIS 7,75107,75,POINT (2.3678532 48.8222386),48.8222386,2.3678532
10.71C,avenue,DES GRESILLONS,GENNEVILLIERS,92036,92,POINT (2.695116 49.0370759),49.0370759,2.695116
10.71C,place,DU GENERAL DE GAULLE,LIMOURS,91338,91,POINT (2.276077 48.7297593),48.7297593,2.276077
10.71C,rue,LECUYER,AUBERVILLIERS,93001,93,POINT (2.3754904 48.8731073),48.8731073,2.3754904
10.71C,rue,DANIELLE CASANOVA,SAINT-DENIS,93066,93,POINT (2.0211634 48.9412265),48.9412265,2.0211634
10.71C,avenue,NELSON MANDELA,VILLIERS-SUR-MARNE,94079,94,POINT (2.4150229 48.8180319),48.8180319,2.4150229
10.71C,rue,MAURICE RAVEL,JOUY-LE-MOUTIER,95323,95,POINT (2.2977942 48.9636048),48.9636048,2.2977942
10.71C,place,PIERRE CURIE,FRESNES,94034,94,POINT (2.5203574 48.7698038),48.7698038,2.5203574
10.71C,rue,DU CHERCHE MIDI,PARIS 6,75106,75,POINT (2.4126528 48.7532635),48.7532635,2.4126528
10.71C,avenue,GABRIEL PERI,SAINT-OUEN-SUR-SEINE,93070,93,POINT (2.2620085 48.6152032),48.6152032,2.2620085
10.71C,rue,DU GENERAL DE GAULLE,VILLIERS-SUR-MARNE,94079,94,POINT (2.3790355 48.8725661),48.8725661,2.3790355
10.71C,,THIERRY,SAINT-DENIS,93066,93,POINT (2.4382717 48.8470475),48.8470475,2.4382717
10.71C,rue,D'ARIANE,CHESSY,77111,77,POINT (2.3667308 48.8659584),48.8659584,2.3667308
10.71C,rue,NELATON,PUTEAUX,92062,92,POINT (2.3338566 48.9118849),48.9118849,2.3338566
10.71C,place,DU 11 NOVEMBRE 1918,BOBIGNY,93008,93,POINT (2.3918227 48.9272266),48.9272266,2.3918227
10.71C,avenue,DU GENERAL LECLERC,CORMEILLES-EN-PARISIS,95176,95,POINT (2.098406 49.0501026),49.0501026,2.098406
10.71C,rue,EMILE ZOLA,VILLEJUIF,94076,94,POINT (2.4935715 48.9210947),48.9210947,2.4935715
10.71C,rue,DU COMMERCE,ORLY,94054,94,POINT (2.3828723 48.8525399),48.8525399,2.3828723
10.71C,rue,CAULAINCOURT,PARIS 18,75118,75,POINT (2.2094549 48.9289475),48.9289475,2.2094549
10.71C,rue,DE VAUGIRARD,PARIS 15,75115,75,POINT (2.294613 48.9118189),48.9118189,2.294613
10.71C,rue,DANTON,RUEIL-MALMAISON,92063,92,POINT (2.3908739 48.7693595),48.7693595,2.3908739
10.71C,place,LOUIS FRANCOIS BESCHE,RUEIL-MALMAISON,92063,92,POINT (2.5419818 48.7123418),48.7123418,2.5419818
10.71C,rue,JULES GUESDE,BONDY,93010,93,POINT (2.3012611 48.8497827),48.8497827,2.3012611
10.71C,boulevard,MICHELET,HARDRICOURT,78299,78,POINT (2.2956748 48.8404047),48.8404047,2.2956748
10.71C,rue,DE LA DHUYS,ROSNY-SOUS-BOIS,93064,93,POINT (2.1709638 48.801402),48.801402,2.1709638
10.71C,avenue,GENERAL DE GAULLE,MAISONS-LAFFITTE,78358,78,POINT (2.3823365 48.9537276),48.9537276,2.3823365
10.71C,rue,DE L'EVANGILE,PARIS 18,75118,75,POINT (2.4727969 48.6972549),48.6972549,2.4727969
10.71C,rue,DES DAMES,PARIS 17,75117,75,POINT (2.5994966 48.9544629),48.9544629,2.5994966
10.71C,rue,DES PETITS CHAMPS,VILLABE,91659,91,POINT (2.3647656 48.8783302),48.8783302,2.3647656
10.71C,avenue,DES ROBARESSES,ANDRESY,78015,78,POINT (2.0445152 48.927017),48.927017,2.0445152
10.71C,rue,POPINCOURT,PARIS 11,75111,75,POINT (2.4015373 48.8599073),48.8599073,2.4015373
10.71C,rue,GAMBETTA,CHELLES,77108,77,POINT (2.1928809090692747 48.8729118),48.8729118,2.1928809090692747
10.71C,rue,RENE BLOUET,GARGES-LES-GONESSE,95268,95,POINT (2.2041736 48.8915077),48.8915077,2.2041736
10.71C,place,MARCEL POINTET,STAINS,93072,93,POINT (2.4544494 48.7363276),48.7363276,2.4544494
10.71C,avenue,ARDOUIN,LE PLESSIS-TREVISE,94059,94,POINT (2.2391927 48.9247149),48.9247149,2.2391927
10.71C,,CHARLES DE GAULLE,NOGENT-SUR-MARNE,94052,94,POINT (2.2138866 48.8985147),48.8985147,2.2138866
10.71C,avenue,DE CHOISY,VILLENEUVE-SAINT-GEORGES,94078,94,POINT (2.3343602 48.8939071),48.8939071,2.3343602
10.71C,rue,DIDEROT,CHAMPIGNY-SUR-MARNE,94017,94,POINT (2.4288604 48.8839038),48.8839038,2.4288604
10.71C,rue,LEGENDRE,PARIS 17,75117,75,POINT (2.378738 48.9338833),48.9338833,2.378738
10.71C,rue,DE VAUGIRARD,PARIS 15,75115,75,POINT (2.3719385 48.8819095),48.8819095,2.3719385
10.71C,avenue,DU PRESIDENT WILSON,SAINT-DENIS,93066,93,POINT (2.4200733 48.7071247),48.7071247,2.4200733
10.71C,rue,DU FBG ST ANTOINE,PARIS 12,75112,75,POINT (2.3054131 48.9009931),48.9009931,2.3054131
10.71C,boulevard,VICTOR BORDIER,MONTIGNY-LES-CORMEILLES,95424,95,POINT (2.401874 48.9150958),48.9150958,2.401874
10.71C,rue,DE LA REPUBLIQUE,SAINT-DENIS,93066,93,POINT (2.4161172 48.8230807),48.8230807,2.4161172
10.71C,rue,DE SAINT GERMAIN,SAINT-GERMAIN-EN-LAYE,78551,78,POINT (2.2822318 48.8428525),48.8428525,2.2822318
10.71C,rue,CLEMENT VIENOT,VINCENNES,94080,94,POINT (2.2470388 48.9272488),48.9272488,2.2470388
10.71C,rue,DE LOURMEL,PARIS 15,75115,75,POINT (2.5593237 48.7975933),48.7975933,2.5593237
10.71C,rue,ADOLPHE PAJEAUD,ANTONY,92002,92,POINT (2.291007 48.8422464),48.8422464,2.291007
10.71C,rue,JEAN BAPTISTE COROT,MANTES-LA-JOLIE,78361,78,POINT (2.3663022 48.6744824),48.6744824,2.3663022
10.71C,boulevard,GEORGES CLEMENCEAU,MANTES-LA-JOLIE,78361,78,POINT (1.8535728 48.6932147),48.6932147,1.8535728
10.71C,rue,GABRIEL PERI,SAINT-DENIS,93066,93,POINT (2.2882729 48.9279283),48.9279283,2.2882729
10.71C,boulevard,ROGER SALENGRO,MANTES-LA-VILLE,78362,78,POINT (2.4154122 48.854373),48.854373,2.4154122
10.71C,rue,RICHE,VULAINES-SUR-SEINE,77533,77,POINT (2.4225835 48.9061243),48.9061243,2.4225835
10.71C,rue,JEAN MOULIN,ACHERES,78005,78,POINT (2.2964992 48.8803579),48.8803579,2.2964992
10.71C,rue,DU TEMPLE,PARIS 3,75103,75,POINT (2.321867 48.8360687),48.8360687,2.321867
10.71C,avenue,DE SAINT OUEN,PARIS 17,75117,75,POINT (2.3710719 48.8541707),48.8541707,2.3710719
10.71C,rue,CLER,PARIS 7,75107,75,POINT (2.4838443 48.6073576),48.6073576,2.4838443
10.71C,avenue,CHARLES DE GAULLE,LE PLESSIS-ROBINSON,92060,92,POINT (2.5673883 48.9347569),48.9347569,2.5673883
10.71C,rue,DARNETAL,MEAUX,77284,77,POINT (2.3256907 48.8933482),48.8933482,2.3256907
10.71C,boulevard,BEAUMARCHAIS,PARIS 11,75111,75,POINT (2.2872904 48.8007247),48.8007247,2.2872904
10.71C,avenue,ANATOLE FRANCE,VILLENEUVE-SAINT-GEORGES,94078,94,POINT (2.3719385 48.8819095),48.8819095,2.3719385
10.71C,boulevard,PASTEUR,FRESNES,94034,94,POINT (1.850591 48.9090474),48.9090474,1.850591
10.71C,place,EDOUARD IMBS,CORMEILLES-EN-PARISIS,95176,95,POINT (2.3214712 48.7962669),48.7962669,2.3214712
10.71C,rue,DE LA DIVISION LECLERC,CHEVREUSE,78160,78,POINT (2.2452637 48.9000597),48.9000597,2.2452637
10.71C,place,DU BOIS DE GRACE,CHAMPS-SUR-MARNE,77083,77,POINT (2.3794132 48.8670129),48.8670129,2.3794132
10.71C,avenue,DU GENERAL LECLERC,PANTIN,93055,93,POINT (2.2947325 48.843636),48.843636,2.2947325
10.71C,avenue,DE STALINGRAD,COLOMBES,92025,92,POINT (2.3226212 48.6366161),48.6366161,2.3226212
10.71C,avenue,CHARLES DE GAULLE,SAVIGNY-SUR-ORGE,91589,91,POINT (2.013867 48.5289861),48.5289861,2.013867
10.71C,avenue,DE LA REPUBLIQUE,VILLENEUVE-LE-ROI,94077,94,POINT (2.3266772 48.7519396),48.7519396,2.3266772
10.71C,rue,PASTEUR,EPINAY-SUR-ORGE,91216,91,POINT (2.3242818 48.8860442),48.8860442,2.3242818
10.71C,rue,JEAN JAURES,GENNEVILLIERS,92036,92,POINT (2.3256907 48.8933482),48.8933482,2.3256907
10.71C,avenue,DE LA REPUBLIQUE,SARTROUVILLE,78586,78,POINT (2.1875934 48.9435007),48.9435007,2.1875934
10.71C,avenue,FREDERIC J CURIE,GARGES-LES-GONESSE,95268,95,POINT (2.1875934 48.9435007),48.9435007,2.1875934
10.71C,avenue,DU MARECHAL FOCH,NEUILLY-PLAISANCE,93049,93,POINT (2.431661 48.858284),48.858284,2.431661
10.71C,rue,DE L ANNONCIATION,PARIS 16,75116,75,POINT (2.5110874 48.7909351),48.7909351,2.5110874
10.71C,allée,MARCEL LECOUFLE,BOISSY-SAINT-LEGER,94004,94,POINT (2.3922259 48.8655739),48.8655739,2.3922259
10.71C,rue,DE LABORDE,PARIS 8,75108,75,POINT (3.1846249 48.3985852),48.3985852,3.1846249
10.71C,rue,GABRIEL PERI,SAINT-DENIS,93066,93,POINT (2.4150824 48.9964329),48.9964329,2.4150824
10.71C,place,NICOLE NEUBURGER,BONDY,93010,93,POINT (2.352645 48.9410046),48.9410046,2.352645
10.71C,rue,EMILE ZOLA,SAINT-OUEN-SUR-SEINE,93070,93,POINT (2.4375349 48.7164819),48.7164819,2.4375349
10.71C,rue,JULES FERRY,L'HAY-LES-ROSES,94038,94,POINT (2.3493337 48.6779079),48.6779079,2.3493337
10.71C,boulevard,DE L HOPITAL,PARIS 13,75113,75,POINT (2.4598074 48.9361072),48.9361072,2.4598074
10.71C,rue,DU FAUBOURG SAINT MARTIN,PARIS 10,75110,75,POINT (2.4730032 48.5857193),48.5857193,2.4730032
10.71C,boulevard,HENRI DUNANT,CORBEIL-ESSONNES,91174,91,POINT (2.4334252 48.8186886),48.8186886,2.4334252
10.71C,avenue,FRANKLIN ROOSEVELT,LA FERTE-SOUS-JOUARRE,77183,77,POINT (2.432803 48.8485432),48.8485432,2.432803
10.71C,avenue,DU COLONEL FABIEN,BONNEUIL-SUR-MARNE,94011,94,POINT (2.5125421 48.8344012),48.8344012,2.5125421
10.71C,rue,MSTISLAV ROSTROPOVITCH,PARIS 17,75117,75,POINT (2.602626 48.787056),48.787056,2.602626
10.71C,avenue,GENERAL LECLERC,BEAUCHAMP,95051,95,POINT (2.063704 48.4274209),48.4274209,2.063704
10.71C,avenue,JEAN JAURES,CROSNE,91191,91,POINT (2.3161193 48.8719496),48.8719496,2.3161193
10.71C,rue,GALLIENI,BOULOGNE-BILLANCOURT,92012,92,POINT (2.4848058 48.8675908),48.8675908,2.4848058
10.71C,avenue,GEORGES CLEMENCEAU,LE PERREUX-SUR-MARNE,94058,94,POINT (2.4565322 48.6521789),48.6521789,2.4565322
10.71C,rue,DE PARIS,NOISY-LE-SEC,93053,93,POINT (2.3037332 48.6297745),48.6297745,2.3037332
10.71C,rue,PRESIDENT KENNEDY,ALFORTVILLE,94002,94,POINT (2.5754215 48.8637113),48.8637113,2.5754215
10.71C,rue,DU GENERAL DE GAULLE,COURTRY,77139,77,POINT (2.5852948 48.962583),48.962583,2.5852948
10.71C,rue,DE L AMIRAL MOUCHEZ,PARIS 13,75113,75,POINT (2.2416843 48.9777581),48.9777581,2.2416843
10.71C,rue,LOUISE BRUNEAU,PALAISEAU,91477,91,POINT (2.3976261 48.8183336),48.8183336,2.3976261
10.71C,rue,DE JAVEL,PARIS 15,75115,75,POINT (2.238081 48.8432647),48.8432647,2.238081
10.71C,,DE L EMPEREUR,RUEIL-MALMAISON,92063,92,POINT (2.3547228 48.8439193),48.8439193,2.3547228
10.71C,avenue,DU MARECHAL JOFFRE,ARGENTEUIL,95018,95,POINT (2.1559688 49.0228249),49.0228249,2.1559688
10.71C,allée,JEAN LI SEN LIE,SANNOIS,95582,95,POINT (2.2803437 48.9140324),48.9140324,2.2803437
10.71C,boulevard,NEY,PARIS 18,75118,75,POINT (2.5734626 48.8113553),48.8113553,2.5734626
10.71C,boulevard,CHARLES DE GAULLE,MENNECY,91386,91,POINT (2.4003457 48.8515884),48.8515884,2.4003457
10.71C,rue,EUGENE LUMEAU,SAINT-OUEN-SUR-SEINE,93070,93,POINT (2.213607 48.8593753),48.8593753,2.213607
10.71C,avenue,DANIELLE CASANOVA,LE BLANC-MESNIL,93007,93,POINT (2.1687806 48.946701),48.946701,2.1687806
10.71C,rue,DE LA REPUBLIQUE,ROMAINVILLE,93063,93,POINT (2.4781544 48.6009523),48.6009523,2.4781544
10.71C,rue,HENRI DUNANT,VILLEBON-SUR-YVETTE,91661,91,POINT (2.3968423 48.7585509),48.7585509,2.3968423
10.71C,rue,DES ACACIAS,EPINAY-SUR-SEINE,93031,93,POINT (2.5917433 48.8555956),48.8555956,2.5917433
10.71C,avenue,HENRI BARBUSSE,DRANCY,93029,93,POINT (2.1765081 48.8041238),48.8041238,2.1765081
10.71C,avenue,ROGER GUICHARD,ERAGNY,95218,95,POINT (2.3354725 48.7052629),48.7052629,2.3354725
10.71C,rue,DE L AMBASSADEUR,ERAGNY,95218,95,POINT (2.5693241 48.9505439),48.9505439,2.5693241
10.71C,avenue,CARNOT,CONFLANS-SAINTE-HONORINE,78172,78,POINT (2.3709431 48.8523901),48.8523901,2.3709431
10.71C,place,DE L EGLISE,SAINT-CYR-SUR-MORIN,77405,77,POINT (2.566351 48.9474035),48.9474035,2.566351
10.71C,rue,SCHAEFFER,AUBERVILLIERS,93001,93,POINT (2.4721109 48.8132843),48.8132843,2.4721109
10.71C,boulevard,PAUL VAILLANT COUTURIER,MONTREUIL,93048,93,POINT (1.6843383 49.0000618),49.0000618,1.6843383
10.71C,boulevard,VINCENT AURIOL,PARIS 13,75113,75,POINT (1.9119065 48.9857902),48.9857902,1.9119065
10.71C,avenue,DE LA RESISTANCE,MONTREUIL,93048,93,POINT (2.0454857 48.9276146),48.9276146,2.0454857
10.71C,avenue,DU MARECHAL JOFFRE,ARGENTEUIL,95018,95,POINT (2.4757822 48.9980444),48.9980444,2.4757822
10.71C,rue,COUSTOU,PARIS 18,75118,75,POINT (2.3385713 48.8908002),48.8908002,2.3385713
10.71C,allée,ALBERT THOMAS,MASSY,91377,91,POINT (2.2625019 48.7261994),48.7261994,2.2625019
10.71C,rue,DES COUTIMES,FRENEUSE,78255,78,POINT (2.1356646 48.9383357),48.9383357,2.1356646
10.71C,,DE PARIS,CHAILLY-EN-BIERE,77069,77,POINT (2.4334252 48.8186886),48.8186886,2.4334252
10.71C,avenue,DE VIGNEUX,MONTGERON,91421,91,POINT (2.2822318 48.8428525),48.8428525,2.2822318
10.71C,rue,DE LA LIBERATION,BRUYERES-LE-CHATEL,91115,91,POINT (2.4697244 48.906187),48.906187,2.4697244
10.71C,boulevard,ARAGO,PARIS 13,75113,75,POINT (2.297818 48.8516696),48.8516696,2.297818
10.71C,rue,HENRI BARBUSSE,AUBERVILLIERS,93001,93,POINT (2.3804137 48.8513056),48.8513056,2.3804137
10.71C,rue,DE LILLE,EPINAY-SUR-SEINE,93031,93,POINT (2.34739 48.9862716),48.9862716,2.34739
10.71C,rue,DE PARIS,MONTREUIL,93048,93,POINT (2.9554872 48.3837357),48.3837357,2.9554872
10.71C,allée,CHRISTOPHE COLOMB,NOISY-LE-GRAND,93051,93,POINT (2.3233251 48.7861604),48.7861604,2.3233251
10.71C,rue,DE PARIS,EPINAY-SUR-SEINE,93031,93,POINT (2.3757192 48.9720151),48.9720151,2.3757192
10.71C,rue,HOCHE,VERSAILLES,78646,78,POINT (2.4188752 48.8721701),48.8721701,2.4188752
10.71C,rue,SAINT LAZARE,PARIS 9,75109,75,POINT (2.5061005 48.9304925),48.9304925,2.5061005
10.71C,rue,THIMONNIER,VILLENEUVE-SAINT-GEORGES,94078,94,POINT (2.2641606 48.9508884),48.9508884,2.2641606
10.71C,rue,DE CHATILLON,CLAMART,92023,92,POINT (2.321867 48.8360687),48.8360687,2.321867
10.71C,rue,SORBIER,PARIS 20,75120,75,POINT (2.41992 48.8760964),48.8760964,2.41992
10.71C,rue,GENERAL DE GAULLE,VAUX-SUR-SEINE,78638,78,POINT (2.219697 48.8788224),48.8788224,2.219697
10.71C,avenue,DE L EUROPE,COLOMBES,92025,92,POINT (2.3908221 48.8389263),48.8389263,2.3908221
10.71C,boulevard,DE BEZONS,SARTROUVILLE,78586,78,POINT (2.3266931 48.9257441),48.9257441,2.3266931
10.71C,avenue,FRANKLIN ROOSEVELT,SURESNES,92073,92,POINT (2.231412 48.9153657),48.9153657,2.231412
10.71C,avenue,DU GENERAL DE GAULLE,SAINT-MANDE,94067,94,POINT (2.4552995 48.8910254),48.8910254,2.4552995
10.71C,allée,PARMENTIER,CRETEIL,94028,94,POINT (2.5238373 48.7831156),48.7831156,2.5238373
10.71C,rue,DE WATTIGNIES,PARIS 12,75112,75,POINT (2.3913178 48.8175562),48.8175562,2.3913178
10.71C,rue,BREZIN,PARIS 14,75114,75,POINT (2.2469261 49.0172079),49.0172079,2.2469261
10.71C,place,DE LA REPUBLIQUE,VAIRES-SUR-MARNE,77479,77,POINT (2.4168032 48.9950339),48.9950339,2.4168032
