activitePrincipaleEtablissement,typeVoieEtablissement,libelleVoieEtablissement,libelleCommuneEtablissement,codePostalEtablissement,departement,geometry,long,lat
10.71C,rue,SAINT JUST,IVRY-SUR-SEINE,94200,94,POINT (48.8875453 2.3273722),2.3273722,48.8875453
10.71C,boulevard,CHARLES DE GAULLE,SANNOIS,95110,95,POINT (48.83544 2.3077219),2.3077219,48.83544
10.71C,place,DU GENERAL LECLERC,SANNOIS,95110,95,POINT (48.9271672 2.380028),2.380028,48.9271672
10.71C,rue,DU PUITS GUYON,GENNEVILLIERS,92230,92,POINT (48.6012859 2.4237792),2.4237792,48.6012859
10.71C,rue,LEON FROT,PARIS 11,75011,75,POINT (48.8909793 2.3478652),2.3478652,48.8909793
10.71C,avenue,FELIX FAURE,PARIS 15,75015,75,POINT (48.8025328 1.8156284),1.8156284,48.8025328
10.71C,rue,LAUGIER,PARIS 17,75017,75,POINT (48.9003277 2.4764783),2.4764783,48.9003277
10.71C,avenue,GUYNEMER,GAGNY,93220,93,POINT (48.9272488 2.2470388),2.2470388,48.9272488
10.71C,avenue,EDOUARD BELIN,RUEIL-MALMAISON,92500,92,POINT (48.849676 2.4115835),2.4115835,48.849676
10.71C,avenue,CARNOT,SAINT-GERMAIN-EN-LAYE,78100,78,POINT (48.8427207 2.2293985),2.2293985,48.8427207
10.71C,rue,SAINT BLAISE,PARIS 20,75020,75,POINT (48.8880875 2.3844013),2.3844013,48.8880875
10.71C,avenue,DE LA REPUBLIQUE,MONTROUGE,92120,92,POINT (48.8492795 2.3550589),2.3550589,48.8492795
10.71C,rue,SAINT ANTOINE,PARIS 4,75004,75,POINT (48.5265813 2.6542121),2.6542121,48.5265813
10.71C,rue,POUCHET,PARIS 17,75017,75,POINT (48.8677841 2.3986214),2.3986214,48.8677841
10.71C,rue,CHAMPIONNET,PARIS 18,75018,75,POINT (48.8492119 2.4556061),2.4556061,48.8492119
10.71C,avenue,CARNOT,CONFLANS-SAINTE-HONORINE,78700,78,POINT (48.7451427 2.4076466),2.4076466,48.7451427
10.71C,rue,DU PERE CORENTIN,PARIS 14,75014,75,POINT (48.8935793 2.212176),2.212176,48.8935793
10.71C,place,DE LA REPUBLIQUE,SOUPPES-SUR-LOING,77460,77,POINT (48.7424005 2.4466833),2.4466833,48.7424005
10.71C,rue,RAYMOND LOSSERAND,PARIS 14,75014,75,POINT (48.9752104 2.3238872),2.3238872,48.9752104
10.71C,rue,DU TELEGRAPHE,PARIS 20,75020,75,POINT (48.8266115 2.3239259),2.3239259,48.8266115
10.71C,rue,GRANDE,FONTAINEBLEAU,77300,77,POINT (48.8563185 2.3566154),2.3566154,48.8563185
10.71C,rue,DE L AMBASSADEUR,CONFLANS-SAINTE-HONORINE,78700,78,POINT (48.8612459 2.340843),2.340843,48.8612459
10.71C,rue,DES ARCHIVES,PARIS 3,75003,75,POINT (49.016219 2.2431801),2.2431801,49.016219
10.71C,rue,DES ARCHIVES,PARIS 3,75003,75,POINT (48.849676 2.4115835),2.4115835,48.849676
10.71C,rue,DU SURMELIN,PARIS 20,75020,75,POINT (48.7623555 2.0607578),2.0607578,48.7623555
10.71C,rue,DES ARCHIVES,PARIS 3,75003,75,POINT (49.0253674 1.9857385),1.9857385,49.0253674
10.71C,rue,DU SURMELIN,PARIS 20,75020,75,POINT (48.8811229 2.5839767),2.5839767,48.8811229
10.71C,rue,DE PICPUS,PARIS 12,75012,75,POINT (48.8819095 2.3719385),2.3719385,48.8819095
10.71C,avenue,FRANCOIS MITTERRAND,ATHIS-MONS,91200,91,POINT (48.6981167 2.3717473),2.3717473,48.6981167
10.71C,boulevard,GEORGETTE AGUTTE,SAINT-GRATIEN,95210,95,POINT (48.9236675 2.4614788),2.4614788,48.9236675
10.71C,rue,D ANGERVILLE,LES GRANGES-LE-ROI,91410,91,POINT (48.8094682 2.0555379),2.0555379,48.8094682
10.71C,rue,ALBERT CALMETTE,JOUY-EN-JOSAS,78350,78,POINT (48.8124253 2.0433321),2.0433321,48.8124253
10.71C,allée,COMMERCE,CRETEIL,94000,94,POINT (48.8149128 2.0783915),2.0783915,48.8149128
10.71C,rue,DOUDEAUVILLE,PARIS 18,75018,75,POINT (48.8424874 2.3073291),2.3073291,48.8424874
10.71C,rue,JACQUES DUCLOS,AULNAY-SOUS-BOIS,93600,93,POINT (48.9508884 2.2641606),2.2641606,48.9508884
10.71C,avenue,ARISTIDE BRIAND,CACHAN,94230,94,POINT (49.0300658 2.2117614),2.2117614,49.0300658
10.71C,boulevard,BARBES,PARIS 18,75018,75,POINT (48.7704893 2.0793456),2.0793456,48.7704893
10.71C,avenue,JACQUES ANQUETIL,GOUSSAINVILLE,95190,95,POINT (48.760093 2.3318924),2.3318924,48.760093
10.71C,boulevard,DE LA MARNE,COULOMMIERS,77120,77,POINT (48.7948341 2.0470762),2.0470762,48.7948341
10.71C,boulevard,D OSNY,CERGY,95800,95,POINT (49.0052047 2.170574645472438),2.170574645472438,49.0052047
10.71C,rue,DU PETIT ALBI,OSNY,95520,95,POINT (48.7127422 2.5827329),2.5827329,48.7127422
10.71C,rue,DE CHENET,MILLY-LA-FORET,91490,91,POINT (48.8286143 2.6464943),2.6464943,48.8286143
10.71C,avenue,FERDINAND DE LESSEPS,MORANGIS,91420,91,POINT (48.984878 2.36231),2.36231,48.984878
10.71C,rue,DE L'ADOUR,BUCHELAY,78200,78,POINT (49.0299377 2.0918932),2.0918932,49.0299377
10.71C,rue,PAUL VAILLANT COUTURIER,RUEIL-MALMAISON,92500,92,POINT (48.5160985 2.5687678),2.5687678,48.5160985
10.71C,place,ROLAND VINCENT,VILLABE,91100,91,POINT (48.952105 2.1940756),2.1940756,48.952105
10.71C,rue,D EPINAY,ARGENTEUIL,95100,95,POINT (48.6241833 2.3373826),2.3373826,48.6241833
10.71C,rue,DE PASSY,PARIS 16,75016,75,POINT (48.9335662 2.8890361),2.8890361,48.9335662
10.71C,rue,HENRI BARBUSSE,CLICHY,92110,92,POINT (48.8677923 2.384526),2.384526,48.8677923
10.71C,rue,DU PONT DE CRETEIL,SAINT-MAUR-DES-FOSSES,94100,94,POINT (48.8396539 2.4015402),2.4015402,48.8396539
10.71C,rue,RAMBUTEAU,PARIS 3,75003,75,POINT (48.864563 2.4968327),2.4968327,48.864563
10.71C,rue,GAY LUSSAC,PARIS 5,75005,75,POINT (48.8470363 2.3004202),2.3004202,48.8470363
10.71C,place,DU 14 JUILLET 1789,MOISSY-CRAMAYEL,77550,77,POINT (48.877487 2.3985714),2.3985714,48.877487
10.71C,rue,MONTMARTRE,PARIS 1,75001,75,POINT (49.023848 2.4632384),2.4632384,49.023848
10.71C,rue,MONGE,PARIS 5,75005,75,POINT (48.7718006 2.2536372),2.2536372,48.7718006
10.71C,rue,DES TANNEURS,NEMOURS,77140,77,POINT (48.7519396 2.3266772),2.3266772,48.7519396
10.71C,rue,DU PLATEAU,LA FRETTE-SUR-SEINE,95530,95,POINT (48.8351239 2.3091611),2.3091611,48.8351239
10.71C,rue,DE STRASBOURG,COLOMBES,92700,92,POINT (48.828602 2.4026835),2.4026835,48.828602
10.71C,place,DU PAS,CHANTELOUP-LES-VIGNES,78570,78,POINT (48.8576817 2.3703651),2.3703651,48.8576817
10.71C,rue,DES BATIGNOLLES,PARIS 17,75017,75,POINT (48.9253736 2.3643139),2.3643139,48.9253736
10.71C,boulevard,PONIATOWSKI,PARIS 12,75012,75,POINT (48.9468135 2.371741),2.371741,48.9468135
10.71C,rue,DE CRIMEE,PARIS 19,75019,75,POINT (48.8276982 2.3501272),2.3501272,48.8276982
10.71C,,LES BOIS DU TEMPLE,CLICHY-SOUS-BOIS,93390,93,POINT (48.8909778 2.2900234),2.2900234,48.8909778
10.71C,,DE LA MOGOTTE,TORCY,77200,77,POINT (48.893266 2.2764313),2.2764313,48.893266
10.71C,rue,DE LA CEINTURE,VERSAILLES,78000,78,POINT (48.8399825 2.4808885),2.4808885,48.8399825
10.71C,rue,RICHARD MIQUE,VERSAILLES,78000,78,POINT (48.8369634 2.3071401),2.3071401,48.8369634
10.71C,,DES DOCKS,VERSAILLES,78000,78,POINT (48.8948504 2.3654893),2.3654893,48.8948504
10.71C,rue,DU FBG SAINT DENIS,PARIS 10,75010,75,POINT (48.8257595 2.2968483),2.2968483,48.8257595
10.71C,avenue,GENERAL DE GAULLE,MAISONS-LAFFITTE,78600,78,POINT (48.9171168 2.3750269),2.3750269,48.9171168
10.71C,rue,D EREVAN,ISSY-LES-MOULINEAUX,92130,92,POINT (48.9171442 2.3893795),2.3893795,48.9171442
10.71C,boulevard,RODIN,ISSY-LES-MOULINEAUX,92130,92,POINT (48.8358198 2.236756),2.236756,48.8358198
10.71C,rue,HEGESIPPE MOREAU,PARIS 18,75018,75,POINT (48.9284425 2.2596089),2.2596089,48.9284425
10.71C,avenue,DU GENERAL LECLERC,LA COURNEUVE,93120,93,POINT (48.8344012 2.5125421),2.5125421,48.8344012
10.71C,,DE PARIS,GONESSE,95500,95,POINT (48.8526005 2.4668239),2.4668239,48.8526005
10.71C,avenue,EUGENE VARLIN,VILLEPARISIS,77270,77,POINT (48.9647103 2.3140099),2.3140099,48.9647103
10.71C,rue,DE PARIS,LISSES,91090,91,POINT (48.9406667 2.8619626),2.8619626,48.9406667
10.71C,rue,SIMART,PARIS 18,75018,75,POINT (48.8880875 2.3844013),2.3844013,48.8880875
10.71C,place,LOUIS VALTOU,MERE,78490,78,POINT (48.3996021 2.4595028),2.4595028,48.3996021
10.71C,rue,JEAN JAURES,BONDY,93140,93,POINT (48.1831272 2.7301445),2.7301445,48.1831272
10.71C,,NATIONALE,LA QUEUE-LES-YVELINES,78940,78,POINT (48.8595322 2.4049806),2.4049806,48.8595322
10.71C,place,PAUL ELUARD,VILLEJUIF,94800,94,POINT (48.7957865 2.4256565),2.4256565,48.7957865
10.71C,rue,PAUL BERT,COLOMBES,92700,92,POINT (48.8925429 2.1346255),2.1346255,48.8925429
10.71C,boulevard,DAVOUT,PARIS 20,75020,75,POINT (48.8921846 2.1345453),2.1345453,48.8921846
10.71C,boulevard,ARAGO,PARIS 13,75013,75,POINT (48.8368875 2.6719368),2.6719368,48.8368875
10.71C,rue,DES ABONDANCES,BOULOGNE-BILLANCOURT,92100,92,POINT (48.8768146 2.2913653),2.2913653,48.8768146
10.71C,boulevard,SAINT GERMAIN,PARIS 7,75007,75,POINT (48.2678087 2.6863215),2.6863215,48.2678087
10.71C,place,DE L ERMITAGE,MELUN,77000,77,POINT (48.8975518 2.1158436),2.1158436,48.8975518
10.71C,rue,DE LA CHINE,PARIS 20,75020,75,POINT (48.6903705 2.6083365),2.6083365,48.6903705
10.71C,rue,DEFRANCE,VINCENNES,94300,94,POINT (48.8452752 2.4045488),2.4045488,48.8452752
10.71C,avenue,MARTYRS DE CHATEAUBRIANT,ORLY,94310,94,POINT (48.895717 2.393787),2.393787,48.895717
10.71C,avenue,PABLO PICASSO,NANTERRE,92000,92,POINT (48.6235227 2.4379273),2.4379273,48.6235227
10.71C,rue,DE PARIS,VILLENEUVE-SAINT-GEORGES,94190,94,POINT (48.803446 2.242336),2.242336,48.803446
10.71C,rue,CHARLES DE GAULLE,DEUIL-LA-BARRE,95170,95,POINT (48.9155548 2.2826724),2.2826724,48.9155548
10.71C,rue,DU LOUVRE,PARIS 1,75001,75,POINT (48.8006735 2.2635116),2.2635116,48.8006735
10.71C,boulevard,DAVOUT,PARIS 20,75020,75,POINT (48.8842838 2.2186441),2.2186441,48.8842838
10.71C,avenue,HENRI BARBUSSE,DRANCY,93700,93,POINT (48.9562644 2.8796429),2.8796429,48.9562644
10.71C,avenue,COLONEL FABIEN,SAINT CYR L'ECOLE,78210,78,POINT (48.9277511 2.4906154168050056),2.4906154168050056,48.9277511
10.71C,boulevard,BEAUMARCHAIS,FONTENAY-LE-FLEURY,78330,78,POINT (48.8590631 2.3830318),2.3830318,48.8590631
10.71C,rue,DU DOCTEUR VAILLANT,SAINT CYR L'ECOLE,78210,78,POINT (48.9511438 2.3281464),2.3281464,48.9511438
10.71C,avenue,PIERRE GUERIN,SERVON,77170,77,POINT (48.8131136 2.3197581),2.3197581,48.8131136
10.71C,avenue,CHARLES DE GAULLE,NANTEUIL-LES-MEAUX,77100,77,POINT (48.9855738 1.8940427),1.8940427,48.9855738
10.71C,rue,ETIENNE DOLET,PARIS 20,75020,75,POINT (48.8828198 2.4873528),2.4873528,48.8828198
10.71C,rue,LOUIS BRAILLE,PARIS 12,75012,75,POINT (48.5571641 3.0111453),3.0111453,48.5571641
10.71C,rue,DU PDT WILSON,LEVALLOIS-PERRET,92300,92,POINT (48.7048875 2.3633045),2.3633045,48.7048875
10.71C,avenue,DU GROS PEUPLIER,AULNAY-SOUS-BOIS,93600,93,POINT (48.8842838 2.2897221),2.2897221,48.8842838
10.71C,rue,DU GENERAL LECLERC,ROSNY-SOUS-BOIS,93110,93,POINT (48.6844996 2.3800346),2.3800346,48.6844996
10.71C,rue,DE LA CROIX NIVERT,PARIS 15,75015,75,POINT (48.8497655 2.4110996),2.4110996,48.8497655
10.71C,rue,EMILE DESVAUX,PARIS 19,75019,75,POINT (48.9544629 2.5994966),2.5994966,48.9544629
10.71C,rue,CLEMENT ET LUCIEN MATHERON,GOUSSAINVILLE,95190,95,POINT (49.0186745 2.0995875),2.0995875,49.0186745
10.71C,avenue,DU BOIS,CHATENAY-MALABRY,92290,92,POINT (48.9269586 2.381453),2.381453,48.9269586
10.71C,rue,JULIETTE DROUET,FRESNES,94260,94,POINT (48.9281222 2.3906259),2.3906259,48.9281222
10.71C,rue,LABROUSTE,PARIS 15,75015,75,POINT (48.8492713 2.2945995),2.2945995,48.8492713
10.71C,rue,DE PARIS,CHARENTON-LE-PONT,94220,94,POINT (48.9567273 2.304397),2.304397,48.9567273
10.71C,rue,DU CHEMIN VERT,PARIS 11,75011,75,POINT (48.9960694 2.422885),2.422885,48.9960694
10.71C,rue,DU MONDIAL 1998,SAINT-DENIS,93210,93,POINT (48.9025942 1.6185112),1.6185112,48.9025942
10.71C,rue,HENRI BARBUSSE,SAINT-DENIS,93200,93,POINT (48.6985378 2.187739),2.187739,48.6985378
10.71C,rue,DE LA BUTTE AUX CAILLES,PARIS 13,75013,75,POINT (48.7911808 2.651146),2.651146,48.7911808
10.71C,rue,TREBOIS,LEVALLOIS-PERRET,92300,92,POINT (48.8659584 2.3667308),2.3667308,48.8659584
10.71C,place,DE LA LIBERATION,LEVALLOIS-PERRET,92300,92,POINT (48.7057084 2.2105554),2.2105554,48.7057084
10.71C,boulevard,DE STRASBOURG,NOGENT-SUR-MARNE,94130,94,POINT (48.912912 2.3852959),2.3852959,48.912912
10.71C,rue,DUTOT,PARIS 15,75015,75,POINT (48.8109966 2.5993135),2.5993135,48.8109966
10.71C,rue,TRISTAN TZARA,PARIS 18,75018,75,POINT (48.8109966 2.5993135),2.5993135,48.8109966
10.71C,rue,SADI CARNOT,VANVES,92170,92,POINT (49.1254392 2.0482542),2.0482542,49.1254392
10.71C,rue,HEMET,AUBERVILLIERS,93300,93,POINT (48.8349431 2.3106352),2.3106352,48.8349431
10.71C,rue,DE BILLANCOURT,BOULOGNE-BILLANCOURT,92100,92,POINT (48.945362 2.6868958),2.6868958,48.945362
10.71C,rue,DE VEZIER,MEILLERAY,77320,77,POINT (48.8532247 2.2758542),2.2758542,48.8532247
10.71C,boulevard,DE STRASBOURG,NOGENT-SUR-MARNE,94130,94,POINT (48.8294546 2.356524),2.356524,48.8294546
10.71C,rue,DU FBG SAINT DENIS,PARIS 10,75010,75,POINT (48.5158168 3.2465679),3.2465679,48.5158168
10.71C,,DE CORBEIL,SAINTE-GENEVIEVE-DES-BOIS,91700,91,POINT (48.8805985 2.2901271),2.2901271,48.8805985
10.71C,avenue,PIERRE BROSSOLETTE,LE PERREUX-SUR-MARNE,94170,94,POINT (48.8867891 2.2835858),2.2835858,48.8867891
10.71C,avenue,DE LA REPUBLIQUE,FONTENAY-SOUS-BOIS,94120,94,POINT (49.0048862 1.9102585),1.9102585,49.0048862
10.71C,rue,DE LA BARRE,ENGHIEN-LES-BAINS,95880,95,POINT (48.9203566 2.3867389),2.3867389,48.9203566
10.71C,rue,DE LA PROCESSION,MILLY-LA-FORET,91490,91,POINT (48.8893494 2.5111055),2.5111055,48.8893494
10.71C,rue,VOLTAIRE,SOUPPES-SUR-LOING,77460,77,POINT (48.5719762 1.9397502),1.9397502,48.5719762
10.71C,rue,SAINT BLAISE,PARIS 20,75020,75,POINT (48.9835044 2.4363257),2.4363257,48.9835044
10.71C,boulevard,CARNOT,ALFORTVILLE,94140,94,POINT (48.90604 2.3094526),2.3094526,48.90604
10.71C,place,DE L EGLISE,LE VESINET,78110,78,POINT (48.885154 2.3473906),2.3473906,48.885154
10.71C,rue,DU MARECHAL FOCH,LE VESINET,78110,78,POINT (48.8277961 2.3848112),2.3848112,48.8277961
10.71C,,DE MONTESSON,LE VESINET,78110,78,POINT (48.8492656 2.0548836),2.0548836,48.8492656
10.71C,place,DU DOCTEUR ROUX,CHATOU,78400,78,POINT (48.7646607 2.4098219),2.4098219,48.7646607
10.71C,rue,DES ACACIAS,PARIS 17,75017,75,POINT (48.8576817 2.3703651),2.3703651,48.8576817
10.71C,,NATIONALE 6,BRUNOY,91800,91,POINT (48.8443096 2.3119292),2.3119292,48.8443096
10.71C,boulevard,DE GRENELLE,PARIS 15,75015,75,POINT (48.8590128 2.329006),2.329006,48.8590128
10.71C,avenue,CARNOT,NEMOURS,77140,77,POINT (48.6591746 2.3725332),2.3725332,48.6591746
10.71C,boulevard,CARNOT,LE VESINET,78110,78,POINT (48.8046799 2.6156107),2.6156107,48.8046799
10.71C,rue,DE L EGLISE,BRIE-COMTE-ROBERT,77170,77,POINT (48.7060841 2.422926),2.422926,48.7060841
10.71C,rue,DU RENDEZ VOUS,PARIS 12,75012,75,POINT (48.9972779 2.1887885),2.1887885,48.9972779
10.71C,boulevard,MACDONALD,PARIS 19,75019,75,POINT (48.8707501 2.424029),2.424029,48.8707501
10.71C,rue,HENRI ROCHEFORT,EVRY-COURCOURONNES,91000,91,POINT (48.8758019 2.2962363),2.2962363,48.8758019
10.71C,rue,DE RUSHMOOR,MEUDON,92190,92,POINT (48.8477584 2.5350141),2.5350141,48.8477584
10.71C,avenue,D ARGENTEUIL,ASNIERES-SUR-SEINE,92600,92,POINT (48.8201042 2.4737973),2.4737973,48.8201042
10.71C,rue,DE L'EGLISE,HOUDAN,78550,78,POINT (48.8802088 2.2947873),2.2947873,48.8802088
10.71C,avenue,DE LA REPUBLIQUE,VINCENNES,94300,94,POINT (48.9151717 2.2331834),2.2331834,48.9151717
10.71C,rue,MONTMARTRE,PARIS 2,75002,75,POINT (48.8836109 2.372803),2.372803,48.8836109
10.71C,rue,D AUBERVILLIERS,PARIS 19,75019,75,POINT (48.9205027 2.3576487),2.3576487,48.9205027
10.71C,avenue,JEAN JAURES,CLAMART,92140,92,POINT (48.8793201 2.3844643),2.3844643,48.8793201
10.71C,place,DU HUIT MAI 45,MANTES-LA-JOLIE,78200,78,POINT (48.8258198 2.333351),2.333351,48.8258198
10.71C,avenue,AUGUSTIN DUMONT,MALAKOFF,92240,92,POINT (48.8734643 2.4825995),2.4825995,48.8734643
10.71C,avenue,FELIX FAURE,NANTERRE,92000,92,POINT (48.8414755 2.3191573),2.3191573,48.8414755
10.71C,place,DE LA LIBERATION,SARCELLES,95200,95,POINT (48.9503621 2.4871527),2.4871527,48.9503621
10.71C,rue,DE LA CONVENTION,PARIS 15,75015,75,POINT (48.6779079 2.3493337),2.3493337,48.6779079
10.71C,avenue,DU FOREZ,MAUREPAS,78310,78,POINT (49.0199269 2.2408897),2.2408897,49.0199269
10.71C,avenue,PAUL CEZANNE,ELANCOURT,78990,78,POINT (49.0018696 2.2344146),2.2344146,49.0018696
10.71C,rue,DE NOAILLES,VERSAILLES,78000,78,POINT (48.7646983 2.3913434256559762),2.3913434256559762,48.7646983
10.71C,rue,DE PARIS,HOUDAN,78550,78,POINT (48.9667307 2.3976328),2.3976328,48.9667307
10.71C,rue,DES BOURGUIGNONS,ASNIERES-SUR-SEINE,92600,92,POINT (48.9857902 1.9119065),1.9119065,48.9857902
10.71C,rue,HENRI MAILLARD,GAGNY,93220,93,POINT (48.8828633 2.1672493),2.1672493,48.8828633
10.71C,avenue,DE STALINGRAD,SAINT-DENIS,93200,93,POINT (48.8257595 2.2968483),2.2968483,48.8257595
10.71C,rue,DU COMMANDANT BERGE,MEAUX,77100,77,POINT (48.9115698 2.2412553),2.2412553,48.9115698
10.71C,place,DU GENERAL LECLERC,AULNAY-SOUS-BOIS,93600,93,POINT (48.8923583 2.3725465),2.3725465,48.8923583
10.71C,rue,SAINT MAUR,PARIS 11,75011,75,POINT (48.8170908 2.4674226),2.4674226,48.8170908
10.71C,avenue,DE LA MARNE,EPINAY-SUR-SEINE,93800,93,POINT (48.5668023 2.4350753),2.4350753,48.5668023
10.71C,rue,VAVIN,PARIS 6,75006,75,POINT (48.7090107 2.388214),2.388214,48.7090107
10.71C,boulevard,PASTEUR,LA COURNEUVE,93120,93,POINT (48.950124 2.5114758),2.5114758,48.950124
10.71C,,D ARGENTEUIL,CORMEILLES-EN-PARISIS,95240,95,POINT (48.8515884 2.4003457),2.4003457,48.8515884
10.71C,boulevard,DAVOUT,PARIS 20,75020,75,POINT (48.8022898 2.385322),2.385322,48.8022898
10.71C,rue,DE PARIS,EPINAY-SUR-SEINE,93800,93,POINT (48.9918724 2.3747298),2.3747298,48.9918724
10.71C,rue,DE PARIS,EPINAY-SUR-SEINE,93800,93,POINT (48.9693388 2.288406),2.288406,48.9693388
10.71C,rue,DE L'HOTEL DE VILLE,LE CHATELET-EN-BRIE,77820,77,POINT (48.9688616 2.2861615),2.2861615,48.9688616
10.71C,allée,VISCONTI,ASNIERES-SUR-SEINE,92600,92,POINT (48.7682381 2.2523173),2.2523173,48.7682381
10.71C,avenue,FLORIAN,LE PLESSIS-ROBINSON,92350,92,POINT (48.8718477 2.3939956),2.3939956,48.8718477
10.71C,rue,SADI LECOINTE,PARIS 19,75019,75,POINT (48.7954617 2.6577277),2.6577277,48.7954617
10.71C,avenue,DAUMESNIL,PARIS 12,75012,75,POINT (48.4895015 2.7497573),2.7497573,48.4895015
10.71C,rue,D AUTEUIL,PARIS 16,75016,75,POINT (48.875493 2.3067739),2.3067739,48.875493
10.71C,rue,DE SAINT DENIS,SAINT-OUEN-SUR-SEINE,93400,93,POINT (48.8917223 2.4968952),2.4968952,48.8917223
10.71C,avenue,MARCEL HIRBEC,BOIS D'ARCY,78390,78,POINT (48.7936673 2.4876331),2.4876331,48.7936673
10.71C,allée,MARCEL SIMON,MEUDON,92360,92,POINT (48.9098827 2.4801468),2.4801468,48.9098827
10.71C,rue,CARVES,MONTROUGE,92120,92,POINT (48.8515884 2.4003457),2.4003457,48.8515884
10.71C,rue,J BAPTISTE LEGENDRE,DRANCY,93700,93,POINT (48.901544 2.2513919),2.2513919,48.901544
10.71C,place,DU PERCHET,CONGIS-SUR-THEROUANNE,77440,77,POINT (49.041161 2.2041888),2.2041888,49.041161
10.71C,rue,CAMILLE DESMOULINS,CACHAN,94230,94,POINT (48.7835658 2.3622085),2.3622085,48.7835658
10.71C,place,DE LA BOURSE,PARIS 2,75002,75,POINT (48.8995762 2.1675781),2.1675781,48.8995762
10.71C,rue,LA BOETIE,PARIS 8,75008,75,POINT (48.3176338 2.5701196),2.5701196,48.3176338
10.71C,avenue,JEAN JAURES,PARIS 19,75019,75,POINT (48.7691082 2.2501023),2.2501023,48.7691082
10.71C,rue,LOUIS BLERIOT,LES MUREAUX,78130,78,POINT (48.8599073 2.4015373),2.4015373,48.8599073
10.71C,rue,SAINT SEBASTIEN,PARIS 11,75011,75,POINT (48.8295117 2.3750256),2.3750256,48.8295117
10.71C,boulevard,LEFEVRE,AULNAY-SOUS-BOIS,93600,93,POINT (48.6934678 2.1561025),2.1561025,48.6934678
10.71C,rue,HENRI POINCARE,PARIS 20,75020,75,POINT (48.8185315 2.365686),2.365686,48.8185315
10.71C,boulevard,GOUVION ST CYR,PARIS 17,75017,75,POINT (48.9184335 1.5896928),1.5896928,48.9184335
10.71C,place,PINEL,PARIS 13,75013,75,POINT (48.8571864 2.2726514),2.2726514,48.8571864
10.71C,rue,ALFRED DE MUSSET,FRANCONVILLE,95130,95,POINT (48.9355632 2.4861613),2.4861613,48.9355632
10.71C,rue,DE POLOGNE,SAINT-GERMAIN-EN-LAYE,78100,78,POINT (48.9071413 2.2433884),2.2433884,48.9071413
10.71C,rue,RENE ROECKEL,BOURG-LA-REINE,92340,92,POINT (48.7741765 2.0752328),2.0752328,48.7741765
10.71C,rue,RENE ROECKEL,BOURG-LA-REINE,92340,92,POINT (48.7760352 2.51452),2.51452,48.7760352
10.71C,rue,EMILE COMBRES,MONTSOULT,95560,95,POINT (48.8168529 1.9482275),1.9482275,48.8168529
10.71C,avenue,DU SOLEIL,ARGENTEUIL,95100,95,POINT (48.8266753 1.9487953),1.9487953,48.8266753
10.71C,place,DU MARCHE,MILLY-LA-FORET,91490,91,POINT (48.8528926 2.344681),2.344681,48.8528926
10.71C,avenue,DE VERDUN,LIMEIL-BREVANNES,94450,94,POINT (48.8499019 2.3243367),2.3243367,48.8499019
10.71C,rue,DE PARIS,HOUDAN,78550,78,POINT (48.6934678 2.1561025),2.1561025,48.6934678
10.71C,avenue,DU MARECHAL FOCH,LES MUREAUX,78130,78,POINT (48.6934678 2.1561025),2.1561025,48.6934678
10.71C,rue,PHILIBERT HOFFMANN,ROSNY-SOUS-BOIS,93110,93,POINT (48.8207037 2.301974),2.301974,48.8207037
10.71C,place,DUPONT PERROT,NANGIS,77370,77,POINT (48.7779358 2.5116399),2.5116399,48.7779358
10.71C,rue,DES FROIDES BOUILLIES,ATHIS-MONS,91200,91,POINT (48.6628148 2.5727914),2.5727914,48.6628148
10.71C,boulevard,GOUVION ST CYR,PARIS 17,75017,75,POINT (48.8918203 2.1956099),2.1956099,48.8918203
10.71C,rue,PASTEUR,VIRY-CHATILLON,91170,91,POINT (48.9941653 2.0958654),2.0958654,48.9941653
10.71C,rue,PATRICE DE LA TOUR DU PIN,PARIS 20,75020,75,POINT (48.6559412 2.40865235),2.40865235,48.6559412
10.71C,avenue,FRANKLIN ROOSEVELT,MITRY-MORY,77290,77,POINT (48.7072014 2.3309636),2.3309636,48.7072014
10.71C,rue,DU COMMERCE,ERAGNY,95610,95,POINT (48.8629359 2.3364126),2.3364126,48.8629359
10.71C,rue,BEAUFILS,LA COURNEUVE,93120,93,POINT (48.887017 2.3331354),2.3331354,48.887017
10.71C,avenue,DE LA REPUBLIQUE,LA COURNEUVE,93120,93,POINT (48.5953582 2.4925364),2.4925364,48.5953582
10.71C,rue,VIOLET,PARIS 15,75015,75,POINT (48.9302731 2.4952482),2.4952482,48.9302731
10.71C,rue,DE PARIS,EPINAY-SUR-SEINE,93800,93,POINT (48.8692127 2.36034),2.36034,48.8692127
10.71C,avenue,DES MYOSOTIS,GONESSE,95500,95,POINT (48.6993371 2.3275131),2.3275131,48.6993371
10.71C,rue,DE LA HALLE,DAMMARTIN-EN-SERVE,78111,78,POINT (48.8694767 2.3623965),2.3623965,48.8694767
10.71C,rue,BOURSIER,ORSAY,91400,91,POINT (48.7788825 2.2911093),2.2911093,48.7788825
10.71C,rue,PASTEUR,ROISSY-EN-BRIE,77680,77,POINT (49.03039 2.020971669095484),2.020971669095484,49.03039
10.71C,boulevard,VOLTAIRE,PARIS 11,75011,75,POINT (48.8654875 2.3615974),2.3615974,48.8654875
10.71C,rue,ALFRED DE MUSSET,PALAISEAU,91120,91,POINT (48.8452463 2.3284622),2.3284622,48.8452463
