activitePrincipaleEtablissement,typeVoieEtablissement,libelleVoieEtablissement,libelleCommuneEtablissement,codePostalEtablissement,departement,geometry,long,lat
10.71C,place,LUCIE AUBRAC,CHOISY-LE-ROI,94600,94,POINT (48.8465142 2.3020372),2.3020372,48.8465142
10.71C,place,DE L'ESTANDART,BEYNES,78650,78,POINT (48.8221044 2.2262641),2.2262641,48.8221044
10.71C,rue,DU GENERAL DE GAULLE,VILLENEUVE-LE-ROI,94290,94,POINT (48.7788825 2.2911093),2.2911093,48.7788825
10.71C,rue,DE L AMIRAL ROUSSIN,PARIS 15,75015,75,POINT (48.8179705 2.4196305),2.4196305,48.8179705
10.71C,rue,BAUDIN,LEVALLOIS-PERRET,92300,92,POINT (49.0515146 2.6713341),2.6713341,49.0515146
10.71C,avenue,DU GENERAL DE GAULLE,CHAMPIGNY-SUR-MARNE,94500,94,POINT (48.8593214 2.213769),2.213769,48.8593214
10.71C,rue,ST EXUPERY,MEUDON,92360,92,POINT (48.9014663 2.2918007),2.2918007,48.9014663
10.71C,rue,DE TREVISE,PARIS 9,75009,75,POINT (48.962583 2.5852948),2.5852948,48.962583
10.71C,avenue,PAUL RAOULT,LES MUREAUX,78130,78,POINT (48.7874514 2.1505545),2.1505545,48.7874514
10.71C,rue,DE L AMIRAL MOUCHEZ,PARIS 13,75013,75,POINT (48.8925972 2.3426054),2.3426054,48.8925972
10.71C,rue,MONTGALLET,PARIS 12,75012,75,POINT (48.849049 2.4176827),2.4176827,48.849049
10.71C,boulevard,JEAN JAURES,CLICHY,92110,92,POINT (48.8020111 2.4260018),2.4260018,48.8020111
10.71C,avenue,DE LA PORTE DE VITRY,PARIS 13,75013,75,POINT (48.9218847 2.4030058),2.4030058,48.9218847
10.71C,rue,DE PROVINS,TOUQUIN,77131,77,POINT (48.8640254 2.103808),2.103808,48.8640254
10.71C,rue,SAINT HILAIRE,SAINT-MAUR-DES-FOSSES,94210,94,POINT (48.6466591 1.8382978),1.8382978,48.6466591
10.71C,allée,DU PROGRES,LA COURNEUVE,93120,93,POINT (48.8006744 2.0318368),2.0318368,48.8006744
10.71C,rue,LUCIEN PERQUEL,MONTMORENCY,95160,95,POINT (48.8961891 2.7972354),2.7972354,48.8961891
10.71C,boulevard,DE PORT ROYAL,PARIS 5,75005,75,POINT (48.6978681 2.2941734),2.2941734,48.6978681
10.71C,boulevard,ARISTIDE BRIAND,SAVIGNY-SUR-ORGE,91600,91,POINT (48.9857902 1.9119065),1.9119065,48.9857902
10.71C,avenue,DE LA PORTE D IVRY,PARIS 13,75013,75,POINT (49.037609 1.5814384),1.5814384,49.037609
10.71C,rue,DE BAGNOLET,PARIS 20,75020,75,POINT (48.7992405 2.3283769),2.3283769,48.7992405
10.71C,avenue,ROUGET DE LISLE,VITRY-SUR-SEINE,94400,94,POINT (48.3176338 2.5701196),2.5701196,48.3176338
10.71C,rue,THIERS,LE VESINET,78110,78,POINT (48.5490288 2.6505712),2.6505712,48.5490288
10.71C,rue,ANTONIN G BELIN,ARGENTEUIL,95100,95,POINT (48.3947916 2.3781762),2.3781762,48.3947916
10.71C,avenue,DE PARIS,VINCENNES,94300,94,POINT (48.8843958 2.3901356),2.3901356,48.8843958
10.71C,rue,DE PARIS,TAVERNY,95150,95,POINT (49.0212395 2.2341924),2.2341924,49.0212395
10.71C,,DE LA COUDRAIE,POISSY,78300,78,POINT (48.9593498 2.299497),2.299497,48.9593498
10.71C,,DE BONDY,AULNAY-SOUS-BOIS,93600,93,POINT (48.8340656 2.2974083),2.2974083,48.8340656
10.71C,rue,OLYMPE DE GOUGES,VITRY-SUR-SEINE,94400,94,POINT (48.9474468 2.2558028),2.2558028,48.9474468
10.71C,boulevard,DES PROVINCES FRANCAISES,NANTERRE,92000,92,POINT (48.8716237 2.4276732),2.4276732,48.8716237
10.71C,rue,DE BERRI,PARIS 8,75008,75,POINT (48.790591 2.288835),2.288835,48.790591
10.71C,rue,DU GENERAL LECLERC,MANDRES-LES-ROSES,94520,94,POINT (48.7889306 2.461518),2.461518,48.7889306
10.71C,rue,DE PARIS,CORBEIL-ESSONNES,91100,91,POINT (48.9513197 2.4970147),2.4970147,48.9513197
10.71C,avenue,JOFFRE,GARCHES,92380,92,POINT (48.7876632 2.4952583),2.4952583,48.7876632
10.71C,rue,DE GRENELLE,PARIS 7,75007,75,POINT (48.8768295 2.6001837),2.6001837,48.8768295
10.71C,rue,DU FBG SAINT DENIS,PARIS 10,75010,75,POINT (48.8621984 2.364994),2.364994,48.8621984
10.71C,place,LOUIS JEAN FINOT,ANDILLY,95580,95,POINT (48.5846987 2.8064564),2.8064564,48.5846987
10.71C,place,CLAUDEL,MONTIGNY-LE-BRETONNEUX,78180,78,POINT (48.9153738 2.3580332),2.3580332,48.9153738
10.71C,place,RODIN,CHAMPIGNY-SUR-MARNE,94500,94,POINT (48.8925926 2.3540863),2.3540863,48.8925926
10.71C,rue,DU GENERAL DE GAULLE,RAMBOUILLET,78120,78,POINT (49.0351182 2.2123664),2.2123664,49.0351182
10.71C,rue,DU PAVE DU ROY,MAISON-ROUGE,77370,77,POINT (48.7676 2.2798069),2.2798069,48.7676
10.71C,rue,DE SEVRES,BOULOGNE-BILLANCOURT,92100,92,POINT (48.9045439 2.2606413),2.2606413,48.9045439
10.71C,rue,DU MARECHAL LECLERC,MAURECOURT,78780,78,POINT (48.5406939 2.6600698),2.6600698,48.5406939
10.71C,rue,DU PONT,NEUVILLE-SUR-OISE,95000,95,POINT (48.9406626 2.3233384),2.3233384,48.9406626
10.71C,rue,SAINT ANTOINE,PARIS 4,75004,75,POINT (49.0048106 2.2601312),2.2601312,49.0048106
10.71C,boulevard,DE LA BOISSIERE,MONTREUIL,93100,93,POINT (48.6647073 2.3531316),2.3531316,48.6647073
10.71C,avenue,DU GENERAL LECLERC,MAISONS-ALFORT,94700,94,POINT (48.9558439 1.8164241),1.8164241,48.9558439
10.71C,rue,PASTEUR,GOUVERNES,77400,77,POINT (48.8779938 2.144577),2.144577,48.8779938
10.71C,rue,DE L ABBE HENOCQUE,ENGHIEN-LES-BAINS,95880,95,POINT (48.8492713 2.2945995),2.2945995,48.8492713
10.71C,rue,DE LA FONTAINE,RIS-ORANGIS,91130,91,POINT (48.9503621 2.4871527),2.4871527,48.9503621
10.71C,boulevard,DE BELLECHASSE,SAINT-MAUR-DES-FOSSES,94100,94,POINT (48.8466293 2.4176722),2.4176722,48.8466293
10.71C,avenue,LA DIVISION LECLERC,SARCELLES,95200,95,POINT (48.9567273 2.304397),2.304397,48.9567273
10.71C,rue,RAYMOND BERGOGNE,ARNOUVILLE,95400,95,POINT (48.945362 2.6868958),2.6868958,48.945362
10.71C,rue,CADET,PARIS 9,75009,75,POINT (48.5667912 2.5951411),2.5951411,48.5667912
10.71C,rue,ROBESPIERRE,BAGNOLET,93170,93,POINT (48.9406667 2.8619626),2.8619626,48.9406667
10.71C,avenue,DE LA REPUBLIQUE,MONTGERON,91230,91,POINT (48.9530033 2.3895221),2.3895221,48.9530033
10.71C,place,CLAUDE MONET,SAINT-THIBAULT-DES-VIGNES,77400,77,POINT (48.8836109 2.372803),2.372803,48.8836109
10.71C,avenue,GEORGES CLEMENCEAU,VILLENNES-SUR-SEINE,78670,78,POINT (48.9025448 2.3907502),2.3907502,48.9025448
10.71C,avenue,DE LA REPUBLIQUE,CHAMPIGNY-SUR-MARNE,94500,94,POINT (48.8837059 2.5303368),2.5303368,48.8837059
10.71C,boulevard,DAVOUT,PARIS 20,75020,75,POINT (48.6971219 2.1510137),2.1510137,48.6971219
10.71C,boulevard,MEDER,VIRY-CHATILLON,91170,91,POINT (48.8837059 2.5303368),2.5303368,48.8837059
10.71C,rue,HOUDAN,SCEAUX,92330,92,POINT (48.8778788 2.4045983),2.4045983,48.8778788
10.71C,avenue,DU HUIT MAI 1945,SARCELLES,95200,95,POINT (48.7048875 2.3633045),2.3633045,48.7048875
10.71C,rue,DES CHANTIERS,VERSAILLES,78000,78,POINT (48.8633331 2.3460788),2.3460788,48.8633331
10.71C,rue,DE BAGNOLET,PARIS 20,75020,75,POINT (48.8439193 2.3547228),2.3547228,48.8439193
10.71C,avenue,EMILE COSSONNEAU,NOISY-LE-GRAND,93160,93,POINT (48.8266753 1.9487953),1.9487953,48.8266753
10.71C,rue,DE L AMIRAL DE COLIGNY,PARIS 1,75001,75,POINT (48.863176 2.3880682),2.3880682,48.863176
10.71C,rue,LINNE,PARIS 5,75005,75,POINT (48.7815643 2.3180208),2.3180208,48.7815643
10.71C,avenue,DE FONTAINEBLEAU,PRINGY,77310,77,POINT (48.8029015 2.0618196),2.0618196,48.8029015
10.71C,rue,DE LA PRAIRIE,LIEUSAINT,77127,77,POINT (48.8906198 2.3412068),2.3412068,48.8906198
10.71C,avenue,DE L EUROPE,MOISSY-CRAMAYEL,77550,77,POINT (48.3865657 2.955601),2.955601,48.3865657
10.71C,place,JEAN MERMOZ,CHATILLON,92320,92,POINT (48.9365451 2.3706078),2.3706078,48.9365451
10.71C,allée,DE LA GARE,BOUFFEMONT,95570,95,POINT (48.8077074 2.0547073),2.0547073,48.8077074
10.71C,rue,RENE POUTEAU,MELUN,77000,77,POINT (48.9382288 2.5994024),2.5994024,48.9382288
10.71C,avenue,CHARLES ROUXEL,PONTAULT-COMBAULT,77340,77,POINT (48.8682287 2.4596678),2.4596678,48.8682287
10.71C,boulevard,DE COURCELLES,PARIS 8,75008,75,POINT (48.7691082 2.2501023),2.2501023,48.7691082
10.71C,boulevard,DE LA GARE,SAINT-GRATIEN,95210,95,POINT (48.6716756 2.3648479),2.3648479,48.6716756
10.71C,rue,DE PARIS,LIMAY,78520,78,POINT (48.9362568 2.1547553),2.1547553,48.9362568
10.71C,rue,DE PARIS,EPINAY-SUR-SEINE,93800,93,POINT (49.0004977 2.1087314),2.1087314,49.0004977
10.71C,rue,DANTON,RUEIL-MALMAISON,92500,92,POINT (48.9237041 2.4732987),2.4732987,48.9237041
10.71C,place,FEDERICO GARCIA LORCA,BRETIGNY-SUR-ORGE,91220,91,POINT (48.9313879 2.1711638),2.1711638,48.9313879
10.71C,boulevard,DE LA GARE,AUBERGENVILLE,78410,78,POINT (48.8596635 2.3788832),2.3788832,48.8596635
10.71C,rue,CARNOT,VERSAILLES,78000,78,POINT (48.7055236 2.3524397),2.3524397,48.7055236
10.71C,rue,DES MOULINS,MONTHYON,77122,77,POINT (48.8997313 2.1546437),2.1546437,48.8997313
10.71C,boulevard,VOLTAIRE,ASNIERES-SUR-SEINE,92600,92,POINT (48.5779905 2.2240799),2.2240799,48.5779905
10.71C,rue,DE PARIS,LES LILAS,93260,93,POINT (48.9100424 2.4573442),2.4573442,48.9100424
10.71C,rue,MAURICE BERTEAUX,LE MESNIL-LE-ROI,78600,78,POINT (48.8016533 2.1315045),2.1315045,48.8016533
10.71C,avenue,JEAN JAURES,SARTROUVILLE,78500,78,POINT (48.9426397 2.1241907),2.1241907,48.9426397
10.71C,rue,AUGUSTIN THIERRY,PARIS 19,75019,75,POINT (48.6944519 2.503468),2.503468,48.6944519
10.71C,rue,PASTEUR,DUGNY,93440,93,POINT (48.9510832 2.3745275),2.3745275,48.9510832
10.71C,,DE LA BERENGERE,SAINT-CLOUD,92210,92,POINT (48.9593508 2.8830534),2.8830534,48.9593508
10.71C,place,REPUBLIQUE F MITTERRAND,CLICHY,92110,92,POINT (48.9568081 2.3819284),2.3819284,48.9568081
10.71C,rue,MARAT,IVRY-SUR-SEINE,94200,94,POINT (49.0464476 2.0446556),2.0446556,49.0464476
10.71C,avenue,DE LA REDOUTE,ASNIERES-SUR-SEINE,92600,92,POINT (48.7992307 2.9968254),2.9968254,48.7992307
10.71C,rue,RENE DHAL,BREVAL,78980,78,POINT (48.9390543 2.489296),2.489296,48.9390543
10.71C,rue,DES ABBESSES,PARIS 18,75018,75,POINT (48.8778788 2.4045983),2.4045983,48.8778788
10.71C,rue,DE VAUGIRARD,VILLEPREUX,78450,78,POINT (49.049841 2.0924866),2.0924866,49.049841
10.71C,rue,DU CHATEAU,RUEIL-MALMAISON,92500,92,POINT (48.8499019 2.3243367),2.3243367,48.8499019
10.71C,rue,OLIVIER DE SERRES,PARIS 15,75015,75,POINT (48.8370594 2.4083717),2.4083717,48.8370594
10.71C,rue,DES HALLES,PARIS 1,75001,75,POINT (48.8445313 2.1334422),2.1334422,48.8445313
10.71C,avenue,FRANCOIS MITTERRAND,ATHIS-MONS,91200,91,POINT (48.7879644 2.3043453),2.3043453,48.7879644
10.71C,avenue,DE LA REPUBLIQUE,MAISONS-ALFORT,94700,94,POINT (48.8674556 2.3849794),2.3849794,48.8674556
10.71C,avenue,PAUL VAILLANT COUTURIER,VIGNEUX-SUR-SEINE,91270,91,POINT (48.9788936 2.37776),2.37776,48.9788936
10.71C,rue,DE L'OURCQ,FRESNES-SUR-MARNE,77410,77,POINT (48.8836109 2.372803),2.372803,48.8836109
10.71C,allée,DES PARFUMEURS,NANTERRE,92000,92,POINT (48.8802088 2.2947873),2.2947873,48.8802088
10.71C,rue,LA BRUYERE,PARIS 9,75009,75,POINT (48.8767324 2.7045589),2.7045589,48.8767324
10.71C,rue,PELLEPORT,PARIS 20,75020,75,POINT (48.8695518 2.3560002),2.3560002,48.8695518
10.71C,rue,DES CHESNOIS,MONTEREAU-FAULT-YONNE,77130,77,POINT (48.8858631 2.3596042),2.3596042,48.8858631
10.71C,avenue,DE LA PORTE DIDOT,PARIS 14,75014,75,POINT (48.8122084 3.077176),3.077176,48.8122084
10.71C,avenue,D IVRY,PARIS 13,75013,75,POINT (48.8114214 2.6221364),2.6221364,48.8114214
10.71C,rue,DE LA MAIRIE,SAINT-MARD,77230,77,POINT (48.8664177 2.4860042),2.4860042,48.8664177
10.71C,rue,GABRIEL PERI,MASSY,91300,91,POINT (48.8012349 2.323914),2.323914,48.8012349
10.71C,rue,DANIEL BLERVAQUE,CARRIERES-SOUS-POISSY,78955,78,POINT (48.8062009 2.5124138),2.5124138,48.8062009
10.71C,quai,DES CARRIERES,CHARENTON-LE-PONT,94220,94,POINT (48.8391494 2.1862895),2.1862895,48.8391494
10.71C,avenue,GALLIENI,EPINAY-SUR-SEINE,93800,93,POINT (48.8679105 2.3817079),2.3817079,48.8679105
10.71C,rue,DU MOUTIER,SUCY-EN-BRIE,94370,94,POINT (48.8723686 2.3250763),2.3250763,48.8723686
10.71C,avenue,NEWBURN,CHOISY-LE-ROI,94600,94,POINT (48.9236675 2.4614788),2.4614788,48.9236675
10.71C,place,DES FFI,LEUVILLE-SUR-ORGE,91310,91,POINT (48.8566136 2.3606162),2.3606162,48.8566136
10.71C,rue,DE BELLEVILLE,PARIS 20,75020,75,POINT (48.8580226 2.3518984),2.3518984,48.8580226
10.71C,rue,RAYMOND DU TEMPLE,VINCENNES,94300,94,POINT (48.9136529 2.4385433),2.4385433,48.9136529
10.71C,boulevard,JEAN JAURES,SAINT-OUEN-SUR-SEINE,93400,93,POINT (48.8668245 2.4345353),2.4345353,48.8668245
10.71C,allée,DU PROGRES,LA COURNEUVE,93120,93,POINT (48.9025448 2.3907502),2.3907502,48.9025448
10.71C,rue,DE L HOTEL DE VILLE,PONTOISE,95300,95,POINT (48.9356979 2.4570576),2.4570576,48.9356979
10.71C,avenue,DE NONNEVILLE,AULNAY-SOUS-BOIS,93600,93,POINT (48.8529585 2.5140332),2.5140332,48.8529585
10.71C,rue,DU PDT SALVADOR ALLENDE,COLOMBES,92700,92,POINT (49.024693 3.0242133),3.0242133,49.024693
10.71C,avenue,DE LA REPUBLIQUE,VILLEJUIF,94800,94,POINT (48.8816227 2.3456101),2.3456101,48.8816227
10.71C,rue,CHANZY,PARIS 11,75011,75,POINT (48.9564349 2.3915114),2.3915114,48.9564349
10.71C,rue,MAURICE BERTEAUX,BEZONS,95870,95,POINT (48.8692127 2.36034),2.36034,48.8692127
10.71C,rue,PIERRE BROSSOLETTE,ASNIERES-SUR-SEINE,92600,92,POINT (48.9410046 2.352645),2.352645,48.9410046
10.71C,rue,PAUL CEZANNE,THIAIS,94320,94,POINT (48.9139764 2.448012),2.448012,48.9139764
10.71C,rue,GABRIEL FAURE,VILLECRESNES,94440,94,POINT (48.7313142 2.2429259268546),2.2429259268546,48.7313142
10.71C,rue,LECOURBE,PARIS 15,75015,75,POINT (48.8628367 2.4661942),2.4661942,48.8628367
10.71C,place,LEPETIT VERGEAT,VIGNEUX-SUR-SEINE,91270,91,POINT (48.8921019 2.2846059),2.2846059,48.8921019
10.71C,rue,ST DOMINIQUE,PARIS 7,75007,75,POINT (48.8384097 2.3593088),2.3593088,48.8384097
10.71C,rue,D AGUESSEAU,BOULOGNE-BILLANCOURT,92100,92,POINT (48.8515884 2.4003457),2.4003457,48.8515884
10.71C,avenue,PAUL VAILLANT COUTURIER,STAINS,93240,93,POINT (48.9646697 2.3725811),2.3725811,48.9646697
10.71C,avenue,DE LA REPUBLIQUE,MONTGERON,91230,91,POINT (48.6675776 2.5478186),2.5478186,48.6675776
10.71C,avenue,FRANKLIN ROOSEVELT,MITRY-MORY,77290,77,POINT (48.9168321 2.386599),2.386599,48.9168321
10.71C,rue,EUGENE VARLIN,PARIS 10,75010,75,POINT (48.8566136 2.3606162),2.3606162,48.8566136
10.71C,boulevard,LOUIS LEMELLE,POISSY,78300,78,POINT (48.823661 2.3044896),2.3044896,48.823661
10.71C,avenue,PDT SALVADOR ALLENDE,MONTREUIL,93100,93,POINT (48.8982811 2.087726),2.087726,48.8982811
10.71C,rue,PIERRE PICARD,PARIS 18,75018,75,POINT (48.8232262 1.9844078),1.9844078,48.8232262
10.71C,rue,DES PYRENEES,PARIS 20,75020,75,POINT (48.8007276 2.4649868),2.4649868,48.8007276
10.71C,place,MAITRES VIGNERONS,RUEIL-MALMAISON,92500,92,POINT (43.6226865 1.440498),1.440498,43.6226865
10.71C,rue,DU 8 MAI 1945,NANTERRE,92000,92,POINT (48.9636048 2.2977942),2.2977942,48.9636048
10.71C,avenue,DE VALENTON,VILLENEUVE-SAINT-GEORGES,94190,94,POINT (48.9700647 2.4116897),2.4116897,48.9700647
10.71C,avenue,DE L EUROPE,COLOMBES,92700,92,POINT (48.9396807 2.5080932),2.5080932,48.9396807
10.71C,boulevard,DES PROVINCES FRANCAISES,NANTERRE,92000,92,POINT (48.9447156 2.3772765),2.3772765,48.9447156
10.71C,rue,ORDENER,PARIS 18,75018,75,POINT (48.8742287 2.7208547),2.7208547,48.8742287
10.71C,avenue,LENINE,ROMAINVILLE,93230,93,POINT (48.8281428 2.3063177),2.3063177,48.8281428
10.71C,chemin,DU MOULIN BASSET,SAINT-DENIS,93200,93,POINT (49.048819 1.6018687),1.6018687,49.048819
10.71C,avenue,SECRETAN,PARIS 19,75019,75,POINT (48.9395302 2.3565008),2.3565008,48.9395302
10.71C,avenue,HENRI CHARON,VIGNEUX-SUR-SEINE,91270,91,POINT (49.0145696 2.7089082),2.7089082,49.0145696
10.71C,boulevard,JEAN JAURES,CLICHY,92110,92,POINT (48.9516377 2.6018393),2.6018393,48.9516377
10.71C,rue,DANIELLE CASANOVA,AUBERVILLIERS,93300,93,POINT (48.5452801 3.2948409),3.2948409,48.5452801
10.71C,rue,DU GENERAL LECLERC,CHARENTON-LE-PONT,94220,94,POINT (48.9898213 1.6775404),1.6775404,48.9898213
10.71C,rue,SAINT CHARLES,PARIS 15,75015,75,POINT (48.8699307 2.3574203),2.3574203,48.8699307
10.71C,rue,PAUL BERT,COLOMBES,92700,92,POINT (48.9792561 2.0041262),2.0041262,48.9792561
10.71C,avenue,CHAMPLAIN,CHENNEVIERES-SUR-MARNE,94430,94,POINT (48.7744997 2.0506125),2.0506125,48.7744997
10.71C,avenue,FELIX FAURE,PARIS 15,75015,75,POINT (48.4054022 2.6991976),2.6991976,48.4054022
10.71C,rue,DE CHARTRES,LE PERRAY-EN-YVELINES,78610,78,POINT (48.9547409 2.2424141),2.2424141,48.9547409
10.71C,rue,DE LA COUTURE AUXERRE,GENNEVILLIERS,92230,92,POINT (48.8659584 2.3667308),2.3667308,48.8659584
10.71C,rue,DE PARIS,MONTREUIL,93100,93,POINT (48.9205027 2.3576487),2.3576487,48.9205027
10.71C,avenue,HENRI BARBUSSE,BOBIGNY,93000,93,POINT (48.8546636 2.4258991),2.4258991,48.8546636
10.71C,rue,LAUGIER,PARIS 17,75017,75,POINT (48.5605451 3.2995006),3.2995006,48.5605451
10.71C,avenue,DES CHAMPS ELYSEES,PARIS 8,75008,75,POINT (48.7875003 2.2349068),2.2349068,48.7875003
10.71C,rue,DE PARIS,LIEUSAINT,77127,77,POINT (48.9582237 1.8046154),1.8046154,48.9582237
10.71C,rue,RAYMOND LOSSERAND,PARIS 14,75014,75,POINT (48.8953716 2.3510906),2.3510906,48.8953716
10.71C,rue,DE LA REPUBLIQUE,ROMAINVILLE,93230,93,POINT (48.7563328 2.1844595),2.1844595,48.7563328
10.71C,rue,ST SPIRE,CORBEIL-ESSONNES,91100,91,POINT (48.9721887 2.2562921),2.2562921,48.9721887
10.71C,rue,DE MEAUX,VAUJOURS,93410,93,POINT (48.9218622 2.448305),2.448305,48.9218622
10.71C,rue,DE LA JONQUIERE,PARIS 17,75017,75,POINT (48.8850945 2.3265353),2.3265353,48.8850945
10.71C,rue,DE LA MAIRIE,CHATILLON,92320,92,POINT (48.4938379 2.1790377),2.1790377,48.4938379
10.71C,avenue,SECRETAN,PARIS 19,75019,75,POINT (48.6762224 2.3866238),2.3866238,48.6762224
10.71C,rue,PARISIS,MAULE,78580,78,POINT (48.8938665 2.3351345),2.3351345,48.8938665
10.71C,avenue,ALBERT PETIT,BAGNEUX,92220,92,POINT (48.9001754 2.480025),2.480025,48.9001754
10.71C,rue,ALBERT EINSTEIN,STAINS,93240,93,POINT (48.8835865 2.5346652),2.5346652,48.8835865
10.71C,rue,ARMAND NUMES,ASNIERES-SUR-SEINE,92600,92,POINT (48.9231849 2.2854925),2.2854925,48.9231849
10.71C,avenue,MARCEAU,COURBEVOIE,92400,92,POINT (48.9008003 2.8119427),2.8119427,48.9008003
10.71C,rue,MADEMOISELLE,PARIS 15,75015,75,POINT (48.8186886 2.4334252),2.4334252,48.8186886
10.71C,rue,BERLIOZ,SAINT-MICHEL-SUR-ORGE,91240,91,POINT (48.9196497 1.9764351),1.9764351,48.9196497
10.71C,rue,SAINT PIERRE,DOURDAN,91410,91,POINT (49.0018696 2.2344146),2.2344146,49.0018696
10.71C,rue,JULIETTE DROUET,FRESNES,94260,94,POINT (48.7963735 2.3833506),2.3833506,48.7963735
10.71C,rue,LEMERCIER,PARIS 17,75017,75,POINT (48.7684904 2.4681747),2.4681747,48.7684904
10.71C,rue,DE LA JONQUIERE,PARIS 17,75017,75,POINT (48.8980398 2.8756184),2.8756184,48.8980398
10.71C,avenue,DU GENERAL DE GAULLE,SARTROUVILLE,78500,78,POINT (48.8430521 2.3263745),2.3263745,48.8430521
10.71C,avenue,DU GENERAL DE GAULLE,SARTROUVILLE,78500,78,POINT (48.9137217 2.3822357),2.3822357,48.9137217
10.71C,rue,DESIRE PREAUX,MONTREUIL,93100,93,POINT (48.8151517 2.3390804),2.3390804,48.8151517
10.71C,avenue,DU CHATEAU,SAINT-MAUR-DES-FOSSES,94210,94,POINT (48.9403841 2.521657),2.521657,48.9403841
10.71C,rue,SOLEILLET,PARIS 20,75020,75,POINT (48.9072492 2.5074467),2.5074467,48.9072492
10.71C,rue,DES ROISES,BAZOCHES-LES-BRAY,77118,77,POINT (48.993567 2.3357596),2.3357596,48.993567
10.71C,avenue,PIERRE SEMARD,ARNOUVILLE,95400,95,POINT (48.966935 2.3174233),2.3174233,48.966935
10.71C,rue,RENE BRULAY,SARTROUVILLE,78500,78,POINT (48.7824566 2.227382),2.227382,48.7824566
10.71C,rue,BASSE DE LA VALLEE,BEAUMONT-SUR-OISE,95260,95,POINT (48.9851375 1.7458264),1.7458264,48.9851375
10.71C,rue,AUGUSTE POULLAIN,SAINT-DENIS,93200,93,POINT (48.8568202 2.4027411),2.4027411,48.8568202
10.71C,rue,DE LA LONGUERAIE,VIGNEUX-SUR-SEINE,91270,91,POINT (48.9805972 2.3691845),2.3691845,48.9805972
10.71C,rue,DE LA LIBERTE,SAVIGNY-SUR-ORGE,91600,91,POINT (48.6242376 2.4704297),2.4704297,48.6242376
10.71C,avenue,MAL DE LATTRE DE TASSIGNY,CRETEIL,94000,94,POINT (48.8281428 2.3063177),2.3063177,48.8281428
10.71C,rue,EDOUARD VAILLANT,BONDY,93140,93,POINT (49.1365144 2.2375639),2.2375639,49.1365144
10.71C,rue,DE LA PAPETERIE,CORBEIL-ESSONNES,91100,91,POINT (48.8810223 2.2346433),2.2346433,48.8810223
10.71C,rue,MAURICE GREDAT,SAINT-MAURICE,94410,94,POINT (50.5203149 1.6326643),1.6326643,50.5203149
10.71C,rue,DE FONTENAY,VINCENNES,94300,94,POINT (48.834076 2.4016049),2.4016049,48.834076
10.71C,avenue,PIERRE BROSSOLETTE,LE PERREUX-SUR-MARNE,94170,94,POINT (48.8432647 2.238081),2.238081,48.8432647
10.71C,avenue,CHARLES ROUXEL,PONTAULT-COMBAULT,77340,77,POINT (48.9267873 2.1923511),2.1923511,48.9267873
10.71C,rue,DU DOCTEUR SOLON,CHALO-SAINT-MARS,91780,91,POINT (48.8095204 2.326195),2.326195,48.8095204
10.71C,rue,DE MIROMESNIL,PARIS 8,75008,75,POINT (48.9417005 2.5723889),2.5723889,48.9417005
10.71C,avenue,DE LA REPUBLIQUE,ROSNY-SOUS-BOIS,93110,93,POINT (48.8731502 2.1986212),2.1986212,48.8731502
10.71C,rue,DES PROCESSIONS,SAINT-MICHEL-SUR-ORGE,91240,91,POINT (48.710661 2.3640197),2.3640197,48.710661
10.71C,avenue,DU MARECHAL JOFFRE,GOURNAY-SUR-MARNE,93460,93,POINT (48.8027847 2.434001),2.434001,48.8027847
10.71C,place,NELSON MANDELA,MITRY-MORY,77290,77,POINT (48.7334912 2.4585778),2.4585778,48.7334912
10.71C,boulevard,GAMBETTA,SANNOIS,95110,95,POINT (48.9038778 2.3439771),2.3439771,48.9038778
10.71C,boulevard,PAUL VAILLANT COUTURIER,IVRY-SUR-SEINE,94200,94,POINT (48.7640436 2.6727022),2.6727022,48.7640436
10.71C,boulevard,JEAN JAURES,BOULOGNE-BILLANCOURT,92100,92,POINT (48.8388187 2.356819),2.356819,48.8388187
10.71C,rue,LINNE,PARIS 5,75005,75,POINT (48.8880875 2.3844013),2.3844013,48.8880875
10.71C,rue,GEORGES BOUCHER,PIERRELAYE,95480,95,POINT (48.3976623 2.9523714),2.9523714,48.3976623
10.71C,rue,DE COLOMBES,ASNIERES-SUR-SEINE,92600,92,POINT (48.8608452 2.30141),2.30141,48.8608452
10.71C,avenue,JEAN CHARCOT,LE PLESSIS-TREVISE,94420,94,POINT (48.8952514 2.4257561),2.4257561,48.8952514
10.71C,rue,DE L APPEL DU 18 JUIN 1940,VILLENEUVE-SAINT-GEORGES,94190,94,POINT (48.4406417 2.3656892),2.3656892,48.4406417
10.71C,avenue,BELLEFORIERE,MAISONS-LAFFITTE,78600,78,POINT (48.8791992 2.3713726),2.3713726,48.8791992
10.71C,rue,D AVRON,PARIS 20,75020,75,POINT (48.9046621 2.3046465),2.3046465,48.9046621
10.71C,rue,DU MONT VALERIEN,SAINT-CLOUD,92210,92,POINT (48.9969981 2.295248),2.295248,48.9969981
10.71C,place,NATIONALE,SARTROUVILLE,78500,78,POINT (49.0031098 2.2504774),2.2504774,49.0031098
10.71C,rue,LOUIS DREVET,CORBEIL-ESSONNES,91100,91,POINT (48.8727703 2.3788139),2.3788139,48.8727703
10.71C,rue,HELENE MULLER,THIAIS,94320,94,POINT (48.8455273 2.2576209),2.2576209,48.8455273
